P 100.0000, 900.0000, 0.0000,  0, 0, 0,  2,  Revised_Map:_Brewall_Rainsinger_(Cazic-Thule)
P 100.0000, 1100.0000, 0.0000,  0, 0, 0,  2,  http://www.eqmaps.info
P 100.0000, 1300.0000, 0.0000,  0, 0, 0,  2,  Return_of_the_Exiled_(www.roteguild.org)
L 39.0000, 589.0000, 101.0000, 51.0000, 589.0000, 101.0000, 204, 51, 0
L 78.0000, 589.0000, 101.0000, 89.0000, 589.0000, 101.0000, 0, 0, 0
L 51.0000, 613.0000, 101.0000, 51.0000, 589.0000, 101.0000, 0, 0, 0
L 56.0000, 617.0000, 101.0000, 56.0000, 589.0000, 101.0000, 0, 0, 0
L 56.0000, 579.0000, 101.0000, 56.0000, 555.0000, 101.0000, 0, 0, 0
L 56.0000, 544.0000, 101.0000, 56.0000, 526.0000, 101.0000, 0, 0, 0
L 84.0000, 555.0000, 101.0000, 78.0000, 555.0000, 101.0000, 0, 0, 0
L 84.0000, 544.0000, 101.0000, 78.0000, 544.0000, 101.0000, 0, 0, 0
L 62.0000, 544.0000, 101.0000, 62.0000, 555.0000, 101.0000, 0, 0, 0
L 84.0000, 579.0000, 101.0000, 78.0000, 579.0000, 101.0000, 0, 0, 0
L 62.0000, 579.0000, 101.0000, 62.0000, 589.0000, 101.0000, 0, 0, 0
L 62.0000, 579.0000, 101.0000, 56.0000, 579.0000, 101.0000, 0, 0, 0
L 51.0000, 542.0000, 101.0000, 51.0000, 530.0000, 101.0000, 0, 0, 0
L 39.0000, 542.0000, 101.0000, 51.0000, 542.0000, 101.0000, 204, 51, 0
L 13.0000, 526.0000, 101.0000, 43.0000, 526.0000, 101.0000, 0, 0, 0
L 43.0000, 520.0000, 101.0000, 56.0000, 520.0000, 101.0000, 0, 0, 0
L 43.0000, 520.0000, 101.0000, 43.0000, 526.0000, 101.0000, 0, 0, 0
L 62.0000, 544.0000, 101.0000, 56.0000, 544.0000, 101.0000, 0, 0, 0
L 51.0000, 589.0000, 101.0000, 51.0000, 542.0000, 101.0000, 0, 0, 0
L 13.0000, 544.0000, 101.0000, 8.0000, 544.0000, 101.0000, 0, 0, 0
L -7.0000, 544.0000, 101.0000, -46.0000, 544.0000, 101.0000, 0, 0, 0
L -7.0000, 544.0000, 101.0000, -7.0000, 555.0000, 101.0000, 0, 0, 0
L -7.0000, 585.0000, 101.0000, -13.0000, 585.0000, 101.0000, 0, 0, 0
L 8.0000, 555.0000, 101.0000, 8.0000, 544.0000, 101.0000, 0, 0, 0
L 62.0000, 555.0000, 101.0000, 56.0000, 555.0000, 101.0000, 0, 0, 0
L 39.0000, 542.0000, 101.0000, 39.0000, 589.0000, 101.0000, 204, 51, 0
L -7.0000, 555.0000, 101.0000, -13.0000, 555.0000, 101.0000, 0, 0, 0
L -13.0000, 585.0000, 101.0000, -13.0000, 555.0000, 101.0000, 0, 0, 0
L 13.0000, 555.0000, 101.0000, 13.0000, 585.0000, 101.0000, 0, 0, 0
L 13.0000, 555.0000, 101.0000, 8.0000, 555.0000, 101.0000, 0, 0, 0
L -46.0000, 617.0000, 101.0000, -46.0000, 574.0000, 101.0000, 0, 0, 0
L -46.0000, 562.0000, 101.0000, -46.0000, 544.0000, 101.0000, 0, 0, 0
L 18.0000, 589.0000, 101.0000, 6.0000, 589.0000, 101.0000, 0, 0, 0
L -7.0000, 585.0000, 101.0000, -7.0000, 589.0000, 101.0000, 0, 0, 0
L -7.0000, 589.0000, 101.0000, -18.0000, 589.0000, 101.0000, 0, 0, 0
L -74.0000, 534.0000, 101.0000, -74.0000, 562.0000, 101.0000, 0, 0, 0
L -146.0000, 513.0000, 101.0000, -146.0000, 606.0000, 101.0000, 0, 0, 0
L -74.0000, 606.0000, 101.0000, -146.0000, 606.0000, 101.0000, 0, 0, 0
L -46.0000, 562.0000, 101.0000, -51.0000, 562.0000, 101.0000, 0, 0, 0
L -46.0000, 574.0000, 101.0000, -51.0000, 574.0000, 101.0000, 0, 0, 0
L -74.0000, 574.0000, 101.0000, -74.0000, 606.0000, 101.0000, 0, 0, 0
L -69.0000, 574.0000, 101.0000, -69.0000, 562.0000, 101.0000, 0, 0, 0
L -69.0000, 562.0000, 101.0000, -74.0000, 562.0000, 101.0000, 0, 0, 0
L -69.0000, 574.0000, 101.0000, -74.0000, 574.0000, 101.0000, 0, 0, 0
L -51.0000, 562.0000, 101.0000, -51.0000, 574.0000, 101.0000, 0, 0, 0
L -131.0000, 369.0000, 101.0000, -131.0000, 353.0000, 101.0000, 0, 0, 0
L 52.0000, 276.0000, 101.0000, -63.0000, 276.0000, 101.0000, 0, 0, 0
L -110.0000, 297.0000, 101.0000, -63.0000, 297.0000, 101.0000, 204, 51, 0
L -110.0000, 297.0000, 101.0000, -110.0000, 353.0000, 101.0000, 204, 51, 0
L -110.0000, 353.0000, 101.0000, -131.0000, 353.0000, 101.0000, 204, 51, 0
L -131.0000, 353.0000, 101.0000, -131.0000, 276.0000, 101.0000, 0, 0, 0
L -63.0000, 276.0000, 101.0000, -131.0000, 276.0000, 101.0000, 0, 0, 0
L -63.0000, 276.0000, 101.0000, -63.0000, 297.0000, 101.0000, 204, 51, 0
L -32.0000, 369.0000, 101.0000, -32.0000, 384.0000, 101.0000, 0, 0, 0
L -32.0000, 402.0000, 101.0000, -36.0000, 402.0000, 101.0000, 0, 0, 0
L -32.0000, 402.0000, 101.0000, -32.0000, 416.0000, 101.0000, 0, 0, 0
L -36.0000, 374.0000, 101.0000, -36.0000, 384.0000, 101.0000, 0, 0, 0
L -36.0000, 402.0000, 101.0000, -36.0000, 411.0000, 101.0000, 0, 0, 0
L -36.0000, 411.0000, 101.0000, -76.0000, 411.0000, 101.0000, 0, 0, 0
L -76.0000, 423.0000, 101.0000, -76.0000, 513.0000, 101.0000, 0, 0, 0
L -76.0000, 423.0000, 101.0000, -76.0000, 411.0000, 101.0000, 0, 0, 0
L -36.0000, 374.0000, 101.0000, -136.0000, 374.0000, 101.0000, 0, 0, 0
L -136.0000, 369.0000, 101.0000, -136.0000, 271.0000, 101.0000, 0, 0, 0
L -136.0000, 369.0000, 101.0000, -136.0000, 374.0000, 101.0000, 0, 0, 0
L -170.0000, 481.0000, 101.0000, -170.0000, 519.0000, 101.0000, 0, 0, 0
L -170.0000, 519.0000, 101.0000, -170.0000, 564.0000, 101.0000, 0, 0, 0
L -233.0000, 564.0000, 101.0000, -207.0000, 564.0000, 101.0000, 0, 0, 0
L -207.0000, 564.0000, 101.0000, -170.0000, 564.0000, 101.0000, 0, 0, 0
L -237.0000, 569.0000, 101.0000, -165.0000, 569.0000, 101.0000, 0, 0, 0
L -165.0000, 477.0000, 101.0000, -165.0000, 569.0000, 101.0000, 0, 0, 0
L -184.0000, 519.0000, 101.0000, -184.0000, 551.0000, 101.0000, 204, 51, 0
L -207.0000, 551.0000, 101.0000, -184.0000, 551.0000, 101.0000, 204, 51, 0
L -207.0000, 564.0000, 101.0000, -207.0000, 551.0000, 101.0000, 204, 51, 0
L -237.0000, 526.0000, 101.0000, -237.0000, 536.0000, 101.0000, 0, 0, 0
L -165.0000, 477.0000, 101.0000, -172.0000, 477.0000, 101.0000, 0, 0, 0
L -170.0000, 481.0000, 101.0000, -172.0000, 481.0000, 101.0000, 0, 0, 0
L -203.0000, 481.0000, 101.0000, -181.0000, 481.0000, 101.0000, 0, 0, 0
L -181.0000, 481.0000, 101.0000, -181.0000, 477.0000, 101.0000, 0, 0, 0
L -181.0000, 477.0000, 101.0000, -208.0000, 477.0000, 101.0000, 0, 0, 0
L -208.0000, 526.0000, 101.0000, -208.0000, 494.0000, 101.0000, 0, 0, 0
L -208.0000, 482.0000, 101.0000, -208.0000, 477.0000, 101.0000, 0, 0, 0
L -214.0000, 482.0000, 101.0000, -214.0000, 494.0000, 101.0000, 0, 0, 0
L -208.0000, 494.0000, 101.0000, -214.0000, 494.0000, 101.0000, 0, 0, 0
L -231.0000, 494.0000, 101.0000, -235.0000, 494.0000, 101.0000, 0, 0, 0
L -235.0000, 482.0000, 101.0000, -231.0000, 482.0000, 101.0000, 0, 0, 0
L -214.0000, 482.0000, 101.0000, -208.0000, 482.0000, 101.0000, 0, 0, 0
L -231.0000, 494.0000, 101.0000, -231.0000, 482.0000, 101.0000, 0, 0, 0
L -269.0000, 536.0000, 101.0000, -261.0000, 536.0000, 101.0000, 0, 0, 0
L -261.0000, 536.0000, 101.0000, -261.0000, 547.0000, 101.0000, 0, 0, 0
L -261.0000, 547.0000, 101.0000, -269.0000, 547.0000, 101.0000, 0, 0, 0
L -244.1000, 536.0000, 101.0000, -244.0000, 547.0000, 101.0000, 0, 0, 0
L -244.1000, 536.0000, 101.0000, -237.0000, 536.0000, 101.0000, 0, 0, 0
L -244.1000, 547.0000, 101.0000, -237.0000, 547.0000, 101.0000, 0, 0, 0
L -237.0000, 547.0000, 101.0000, -237.0000, 569.0000, 101.0000, 0, 0, 0
L -307.0000, 331.0000, 101.0000, -307.0000, 417.0000, 101.0000, 0, 0, 0
L -307.0000, 429.0000, 101.0000, -307.0000, 433.0000, 101.0000, 0, 0, 0
L -301.0000, 429.0000, 101.0000, -307.0000, 429.0000, 101.0000, 0, 0, 0
L -301.0000, 417.0000, 101.0000, -307.0000, 417.0000, 101.0000, 0, 0, 0
L -301.0000, 417.0000, 101.0000, -301.0000, 429.0000, 101.0000, 0, 0, 0
L -285.0000, 417.0000, 101.0000, -285.0000, 429.0000, 101.0000, 0, 0, 0
L -307.0000, 331.0000, 101.0000, -364.0000, 331.0000, 101.0000, 0, 0, 0
L -394.0000, 378.0000, 101.0000, -335.0000, 378.0000, 101.0000, 0, 0, 0
L -399.0000, 383.0000, 101.0000, -340.0000, 383.0000, 101.0000, 0, 0, 0
L -335.0000, 406.0000, 101.0000, -335.0000, 378.0000, 101.0000, 0, 0, 0
L -340.0000, 400.0000, 101.0000, -340.0000, 383.0000, 101.0000, 0, 0, 0
L -340.0000, 400.0000, 101.0000, -379.0000, 400.0000, 101.0000, 0, 0, 0
L -379.0000, 434.0000, 101.0000, -379.0000, 400.0000, 101.0000, 0, 0, 0
L -374.0000, 406.0000, 101.0000, -335.0000, 406.0000, 101.0000, 0, 0, 0
L -364.0000, 307.0000, 101.0000, -364.0000, 309.0000, 101.0000, 0, 0, 0
L -394.0000, 336.0000, 101.0000, -312.0000, 336.0000, 101.0000, 0, 0, 0
L -364.0000, 326.0000, 101.0000, -364.0000, 331.0000, 101.0000, 0, 0, 0
L -375.0000, 302.0000, 101.0000, -375.0000, 309.0000, 101.0000, 0, 0, 0
L -375.0000, 326.0000, 101.0000, -375.0000, 331.0000, 101.0000, 0, 0, 0
L -364.0000, 326.0000, 101.0000, -375.0000, 326.0000, 101.0000, 0, 0, 0
L -364.0000, 309.0000, 101.0000, -375.0000, 309.0000, 101.0000, 0, 0, 0
L -394.0000, 378.0000, 101.0000, -394.0000, 351.0000, 101.0000, 0, 0, 0
L -399.0000, 383.0000, 101.0000, -399.0000, 351.0000, 101.0000, 0, 0, 0
L -375.0000, 331.0000, 101.0000, -399.0000, 331.0000, 101.0000, 0, 0, 0
L -399.0000, 338.0000, 101.0000, -399.0000, 331.0000, 101.0000, 0, 0, 0
L -394.0000, 338.0000, 101.0000, -394.0000, 336.0000, 101.0000, 0, 0, 0
L -394.0000, 338.0000, 101.0000, -399.0000, 338.0000, 101.0000, 0, 0, 0
L -399.0000, 351.0000, 101.0000, -394.0000, 351.0000, 101.0000, 0, 0, 0
L -417.0000, 317.0000, 101.0000, -382.0000, 282.0000, 101.0000, 0, 0, 0
L -238.0000, 376.0000, 101.0000, -238.0000, 327.0000, 101.0000, 0, 0, 0
L -238.0000, 327.0000, 101.0000, -238.0000, 293.0000, 101.0000, 0, 0, 0
L -176.0000, 293.0000, 101.0000, -189.0000, 293.0000, 101.0000, 0, 0, 0
L -189.0000, 293.0000, 101.0000, -238.0000, 293.0000, 101.0000, 0, 0, 0
L -171.0000, 380.0000, 101.0000, -180.0000, 380.0000, 101.0000, 0, 0, 0
L -198.0000, 380.0000, 101.0000, -217.0000, 380.0000, 101.0000, 0, 0, 0
L -238.0000, 327.0000, 101.0000, -224.0000, 327.0000, 101.0000, 204, 51, 0
L -189.0000, 293.0000, 101.0000, -189.0000, 307.0000, 101.0000, 204, 51, 0
L -224.0000, 307.0000, 101.0000, -189.0000, 307.0000, 101.0000, 204, 51, 0
L -224.0000, 327.0000, 101.0000, -224.0000, 307.0000, 101.0000, 204, 51, 0
L -217.0000, 403.0000, 101.0000, -217.0000, 409.0000, 101.0000, 0, 0, 0
L -217.0000, 380.0000, 101.0000, -217.0000, 386.0000, 101.0000, 0, 0, 0
L -198.0000, 376.0000, 101.0000, -238.0000, 376.0000, 101.0000, 0, 0, 0
L -228.0000, 386.0000, 101.0000, -228.0000, 380.0000, 101.0000, 0, 0, 0
L -228.0000, 409.0000, 101.0000, -228.0000, 403.0000, 101.0000, 0, 0, 0
L -217.0000, 386.0000, 101.0000, -228.0000, 386.0000, 101.0000, 0, 0, 0
L -217.0000, 403.0000, 101.0000, -228.0000, 403.0000, 101.0000, 0, 0, 0
L -228.0000, 380.0000, 101.0000, -243.0000, 380.0000, 101.0000, 0, 0, 0
L -206.0000, 409.0000, 101.0000, -206.0000, 429.0000, 101.0000, 0, 0, 0
L -211.0000, 447.0000, 101.0000, -240.0000, 447.0000, 101.0000, 0, 0, 0
L -240.0000, 447.0000, 101.0000, -240.0000, 498.0000, 101.0000, 0, 0, 0
L -262.0000, 502.0000, 101.0000, -235.0000, 502.0000, 101.0000, 0, 0, 0
L -235.0000, 494.0000, 101.0000, -235.0000, 502.0000, 101.0000, 0, 0, 0
L -271.2000, 502.0000, 101.0000, -278.0000, 502.0000, 101.0000, 0, 0, 0
L -278.0548, 498.0000, 101.0000, -278.0000, 502.0000, 101.0000, 0, 0, 0
L -240.0000, 498.0000, 101.0000, -262.0000, 498.0000, 101.0000, 0, 0, 0
L -271.2000, 498.0000, 101.0000, -273.0000, 498.0000, 101.0000, 0, 0, 0
L -262.0000, 502.0000, 101.0000, -262.0000, 498.0000, 101.0000, 0, 0, 0
L -271.2000, 498.0000, 101.0000, -271.0000, 502.0000, 101.0000, 0, 0, 0
L -273.0000, 414.0000, 101.0000, -273.0000, 498.0000, 101.0000, 0, 0, 0
L -278.0000, 502.0000, 101.0000, -278.0000, 498.0000, 101.0000, 0, 0, 0
L -278.0000, 417.0000, 101.0000, -278.0000, 409.0000, 101.0000, 0, 0, 0
L -278.0000, 498.0000, 101.0000, -278.0000, 429.0000, 101.0000, 0, 0, 0
L -206.0000, 409.0000, 101.0000, -217.0000, 409.0000, 101.0000, 0, 0, 0
L -228.0000, 409.0000, 101.0000, -278.0000, 409.0000, 101.0000, 0, 0, 0
L -285.0000, 417.0000, 101.0000, -278.0000, 417.0000, 101.0000, 0, 0, 0
L -285.0000, 429.0000, 101.0000, -278.0000, 429.0000, 101.0000, 0, 0, 0
L -178.0000, 429.0000, 101.0000, -183.0000, 429.0000, 101.0000, 0, 0, 0
L -200.0000, 429.0000, 101.0000, -206.0000, 429.0000, 101.0000, 0, 0, 0
L -178.0000, 440.0000, 101.0000, -183.0000, 440.0000, 101.0000, 0, 0, 0
L -206.0000, 440.0000, 101.0000, -206.0000, 452.0000, 101.0000, 0, 0, 0
L -200.0000, 440.0000, 101.0000, -206.0000, 440.0000, 101.0000, 0, 0, 0
L -200.0000, 440.0000, 101.0000, -200.0000, 429.0000, 101.0000, 0, 0, 0
L -183.0000, 429.0000, 101.0000, -183.0000, 440.0000, 101.0000, 0, 0, 0
L -173.0000, 418.0000, 101.0000, -137.0000, 418.0000, 101.0000, 0, 0, 0
L -137.0000, 418.0000, 101.0000, -90.0000, 418.0000, 101.0000, 0, 0, 0
L -90.0000, 480.0000, 101.0000, -90.0000, 454.0000, 101.0000, 0, 0, 0
L -137.0000, 418.0000, 101.0000, -137.0000, 432.0000, 101.0000, 204, 51, 0
L -106.0000, 432.0000, 101.0000, -137.0000, 432.0000, 101.0000, 204, 51, 0
L -106.0000, 454.0000, 101.0000, -106.0000, 432.0000, 101.0000, 204, 51, 0
L -106.0000, 454.0000, 101.0000, -90.0000, 454.0000, 101.0000, 204, 51, 0
L -90.0000, 454.0000, 101.0000, -90.0000, 418.0000, 101.0000, 0, 0, 0
L -124.0000, 477.0000, 101.0000, -124.0000, 480.0000, 101.0000, 0, 0, 0
L -86.0000, 485.0000, 101.0000, -96.0000, 485.0000, 101.0000, 0, 0, 0
L -128.0000, 456.0000, 101.0000, -128.0000, 461.0000, 101.0000, 0, 0, 0
L -128.0000, 477.0000, 101.0000, -128.0000, 485.0000, 101.0000, 0, 0, 0
L -173.0000, 450.0000, 101.0000, -124.0000, 450.0000, 101.0000, 0, 0, 0
L -124.0000, 450.0000, 101.0000, -124.0000, 461.0000, 101.0000, 0, 0, 0
L -96.0000, 513.0000, 101.0000, -96.0000, 507.0000, 101.0000, 0, 0, 0
L -124.0000, 480.0000, 101.0000, -90.0000, 480.0000, 101.0000, 0, 0, 0
L -96.0000, 491.0000, 101.0000, -96.0000, 485.0000, 101.0000, 0, 0, 0
L -107.0000, 513.0000, 101.0000, -107.0000, 507.0000, 101.0000, 0, 0, 0
L -107.0000, 491.0000, 101.0000, -107.0000, 485.0000, 101.0000, 0, 0, 0
L -96.0000, 491.0000, 101.0000, -107.0000, 491.0000, 101.0000, 0, 0, 0
L -96.0000, 507.0000, 101.0000, -107.0000, 507.0000, 101.0000, 0, 0, 0
L -107.0000, 513.0000, 101.0000, -119.0000, 513.0000, 101.0000, 0, 0, 0
L -136.0000, 513.0000, 101.0000, -146.0000, 513.0000, 101.0000, 0, 0, 0
L -119.0000, 513.0000, 101.0000, -119.0000, 517.0000, 101.0000, 0, 0, 0
L -136.0000, 513.0000, 101.0000, -136.0000, 517.0000, 101.0000, 0, 0, 0
L -107.0000, 485.0000, 101.0000, -128.0000, 485.0000, 101.0000, 0, 0, 0
L -142.0000, 517.0000, 101.0000, -136.0000, 517.0000, 101.0000, 0, 0, 0
L -119.0000, 517.0000, 101.0000, -79.0000, 517.0000, 101.0000, 0, 0, 0
L -79.0000, 601.0000, 101.0000, -79.0000, 517.0000, 101.0000, 0, 0, 0
L 329.0000, 545.0000, 101.0000, 303.0000, 545.0000, 101.0000, 0, 0, 0
L 295.0000, 545.0000, 101.0000, 286.0000, 545.0000, 101.0000, 0, 0, 0
L 295.0000, 545.0000, 101.0000, 295.0000, 540.0000, 101.0000, 0, 0, 0
L 291.0000, 540.0000, 101.0000, 295.0000, 540.0000, 101.0000, 0, 0, 0
L 303.0000, 540.0000, 101.0000, 303.0000, 545.0000, 101.0000, 0, 0, 0
L 359.0000, 453.0000, 101.0000, 353.0000, 453.0000, 101.0000, 0, 0, 0
L 329.0000, 495.0000, 101.0000, 329.0000, 515.0000, 101.0000, 0, 0, 0
L 329.0000, 527.0000, 101.0000, 329.0000, 545.0000, 101.0000, 0, 0, 0
L 329.0000, 527.0000, 101.0000, 334.0000, 527.0000, 101.0000, 0, 0, 0
L 329.0000, 515.0000, 101.0000, 334.0000, 515.0000, 101.0000, 0, 0, 0
L 334.0000, 527.0000, 101.0000, 334.0000, 515.0000, 101.0000, 0, 0, 0
L 353.0000, 515.0000, 101.0000, 353.0000, 527.0000, 101.0000, 0, 0, 0
L 353.0000, 527.0000, 101.0000, 357.0000, 527.0000, 101.0000, 0, 0, 0
L 353.0000, 515.0000, 101.0000, 357.0000, 515.0000, 101.0000, 0, 0, 0
L 361.6011, 509.0000, 101.0000, 357.0000, 509.0000, 101.0000, 0, 0, 0
L 325.0000, 490.0000, 101.0000, 325.0000, 540.0000, 101.0000, 0, 0, 0
L 303.0000, 540.0000, 101.0000, 325.0000, 540.0000, 101.0000, 0, 0, 0
L 383.0000, 514.0000, 101.0000, 361.0000, 514.0000, 101.0000, 0, 0, 0
L 393.0000, 509.0000, 101.0000, 393.0000, 514.0000, 101.0000, 0, 0, 0
L 393.0000, 514.0000, 101.0000, 395.0000, 514.0000, 101.0000, 0, 0, 0
L 400.0000, 509.0000, 101.0000, 400.0000, 544.0000, 101.0000, 0, 0, 0
L 400.0000, 555.0000, 101.0000, 400.0000, 602.0000, 101.0000, 0, 0, 0
L 298.0000, 590.0000, 101.0000, 305.0000, 590.0000, 101.0000, 0, 0, 0
L 321.0000, 579.0000, 101.0000, 321.0000, 590.0000, 101.0000, 0, 0, 0
L 321.0000, 590.0000, 101.0000, 327.0000, 590.0000, 101.0000, 0, 0, 0
L 357.0000, 559.0000, 101.0000, 327.0000, 559.0000, 101.0000, 0, 0, 0
L 357.0000, 509.0000, 101.0000, 357.0000, 515.0000, 101.0000, 0, 0, 0
L 357.0000, 527.0000, 101.0000, 357.0000, 559.0000, 101.0000, 0, 0, 0
L 327.0000, 602.0000, 101.0000, 327.0000, 590.0000, 101.0000, 0, 0, 0
L 327.0000, 579.0000, 101.0000, 327.0000, 559.0000, 101.0000, 0, 0, 0
L 395.0000, 597.0000, 101.0000, 332.0000, 597.0000, 101.0000, 0, 0, 0
L 400.0000, 602.0000, 101.0000, 327.0000, 602.0000, 101.0000, 0, 0, 0
L 332.0000, 564.0000, 101.0000, 332.0000, 597.0000, 101.0000, 0, 0, 0
L 361.0000, 514.0000, 101.0000, 361.0000, 564.0000, 101.0000, 0, 0, 0
L 332.0000, 564.0000, 101.0000, 361.0000, 564.0000, 101.0000, 0, 0, 0
L 341.0000, 421.0000, 101.0000, 341.0000, 430.0000, 101.0000, 0, 0, 0
L 341.0000, 453.0000, 101.0000, 286.0000, 453.0000, 101.0000, 0, 0, 0
L 341.0000, 447.0000, 101.0000, 341.0000, 453.0000, 101.0000, 0, 0, 0
L 353.0000, 427.0000, 101.0000, 353.0000, 430.0000, 101.0000, 0, 0, 0
L 353.0000, 447.0000, 101.0000, 353.0000, 453.0000, 101.0000, 0, 0, 0
L 353.0000, 430.0000, 101.0000, 341.0000, 430.0000, 101.0000, 0, 0, 0
L 353.0000, 447.0000, 101.0000, 341.0000, 447.0000, 101.0000, 0, 0, 0
L 291.0000, 540.0000, 101.0000, 291.0000, 503.0000, 101.0000, 0, 0, 0
L 291.0000, 503.0000, 101.0000, 291.0000, 457.0000, 101.0000, 0, 0, 0
L 354.0000, 457.0000, 101.0000, 328.0000, 457.0000, 101.0000, 0, 0, 0
L 328.0000, 457.0000, 101.0000, 291.0000, 457.0000, 101.0000, 0, 0, 0
L 305.0000, 470.0000, 101.0000, 305.0000, 503.0000, 101.0000, 204, 51, 0
L 305.0000, 503.0000, 101.0000, 291.0000, 503.0000, 101.0000, 204, 51, 0
L 286.0000, 453.0000, 101.0000, 286.0000, 545.0000, 101.0000, 0, 0, 0
L 206.0000, 616.0000, 101.0000, 298.0000, 616.0000, 101.0000, 0, 0, 0
L 176.0000, 571.0000, 101.0000, 183.0000, 571.0000, 101.0000, 0, 0, 0
L 200.0000, 571.0000, 101.0000, 206.0000, 571.0000, 101.0000, 0, 0, 0
L 176.0000, 583.0000, 101.0000, 183.0000, 583.0000, 101.0000, 0, 0, 0
L 200.0000, 583.0000, 101.0000, 206.0000, 583.0000, 101.0000, 0, 0, 0
L 200.0000, 571.0000, 101.0000, 200.0000, 583.0000, 101.0000, 0, 0, 0
L 222.0000, 574.0000, 101.0000, 222.0000, 596.0000, 101.0000, 204, 51, 0
L 255.0000, 611.0000, 101.0000, 255.0000, 596.0000, 101.0000, 204, 51, 0
L 222.0000, 596.0000, 101.0000, 255.0000, 596.0000, 101.0000, 204, 51, 0
L 243.0000, 548.0000, 101.0000, 243.0000, 578.0000, 101.0000, 0, 0, 0
L 247.0000, 543.0000, 101.0000, 247.0000, 574.0000, 101.0000, 0, 0, 0
L 259.6517, 578.0000, 101.0000, 293.0000, 578.0000, 101.0000, 0, 0, 0
L 259.6517, 578.0000, 101.0000, 243.0000, 578.0000, 101.0000, 0, 0, 0
L 206.0000, 543.0000, 101.0000, 206.0000, 571.0000, 101.0000, 0, 0, 0
L 206.0000, 583.0000, 101.0000, 206.0000, 616.0000, 101.0000, 0, 0, 0
L 210.0000, 548.0000, 101.0000, 210.0000, 574.0000, 101.0000, 0, 0, 0
L 210.0000, 574.0000, 101.0000, 210.0000, 611.0000, 101.0000, 0, 0, 0
L 257.2363, 611.0000, 101.0000, 257.0000, 611.0000, 101.0000, 0, 0, 0
L 257.2363, 611.0000, 101.0000, 255.0000, 611.0000, 101.0000, 0, 0, 0
L 255.0000, 611.0000, 101.0000, 210.0000, 611.0000, 101.0000, 0, 0, 0
L 298.0000, 574.0000, 101.0000, 247.0000, 574.0000, 101.0000, 0, 0, 0
L 298.0000, 574.0000, 101.0000, 298.0000, 579.0000, 101.0000, 0, 0, 0
L 298.0000, 610.0000, 101.0000, 298.0000, 616.0000, 101.0000, 0, 0, 0
L 298.0000, 590.0000, 101.0000, 298.0000, 598.0000, 101.0000, 0, 0, 0
L 293.0000, 578.0000, 101.0000, 293.0000, 598.0000, 101.0000, 0, 0, 0
L 293.0000, 610.0000, 101.0000, 293.0000, 611.0000, 101.0000, 0, 0, 0
L 298.0000, 598.0000, 101.0000, 293.0000, 598.0000, 101.0000, 0, 0, 0
L 568.0000, 619.0000, 101.0000, -556.0000, 618.0000, 101.0000, 125, 125, 125
L 519.0000, 523.0000, 101.0000, 519.0000, 572.0000, 101.0000, 0, 0, 0
L 544.0000, 564.0000, 101.0000, 557.0000, 564.0000, 101.0000, 204, 51, 0
L 544.0000, 564.0000, 101.0000, 544.0000, 597.0000, 101.0000, 204, 51, 0
L 520.0000, 597.0000, 101.0000, 544.0000, 597.0000, 101.0000, 204, 51, 0
L 560.2815, 615.0000, 101.0000, 560.0000, 615.0000, 101.0000, 0, 0, 0
L 489.0000, 615.0000, 101.0000, 489.0000, 572.0000, 101.0000, 0, 0, 0
L 519.0000, 572.0000, 101.0000, 489.0000, 572.0000, 101.0000, 0, 0, 0
L 494.0000, 578.0000, 101.0000, 523.0000, 578.0000, 101.0000, 0, 0, 0
L 555.0000, 523.0000, 101.0000, 555.0000, 528.0000, 101.0000, 0, 0, 0
L 557.0000, 564.0000, 101.0000, 557.0000, 528.0000, 101.0000, 0, 0, 0
L 519.0000, 523.0000, 101.0000, 546.0000, 523.0000, 101.0000, 0, 0, 0
L 546.0000, 523.0000, 101.0000, 546.0000, 528.0000, 101.0000, 0, 0, 0
L 557.0000, 611.0000, 101.0000, 557.0000, 564.0000, 101.0000, 0, 0, 0
L 555.0000, 528.0000, 101.0000, 557.0000, 528.0000, 101.0000, 0, 0, 0
L -94.0000, -580.0000, 101.0000, -60.0000, -580.0000, 101.0000, 0, 0, 0
L -94.0000, -567.0000, 101.0000, -74.0000, -567.0000, 101.0000, 204, 51, 0
L -74.0000, -536.0000, 101.0000, -74.0000, -567.0000, 101.0000, 204, 51, 0
L 107.0000, -540.0000, 101.0000, 94.0000, -540.0000, 101.0000, 204, 51, 0
L 94.0000, -540.0000, 101.0000, 94.0000, -510.0000, 101.0000, 204, 51, 0
L 72.0000, -496.0000, 101.0000, 107.0000, -496.0000, 101.0000, 0, 0, 0
L 72.0000, -510.0000, 101.0000, 72.0000, -496.0000, 101.0000, 204, 51, 0
L 72.0000, -510.0000, 101.0000, 94.0000, -510.0000, 101.0000, 204, 51, 0
L 311.0000, -467.0000, 101.0000, 320.0000, -478.0000, 101.0000, 0, 0, 0
L 353.4865, -517.0000, 101.0000, 365.0000, -530.0000, 101.0000, 0, 0, 0
L 362.0000, -509.0000, 101.0000, 353.0000, -517.0000, 101.0000, 204, 51, 0
L 329.0000, -469.0000, 101.0000, 320.0000, -478.0000, 101.0000, 204, 51, 0
L 320.0157, -478.0000, 101.0000, 353.0000, -517.0000, 101.0000, 0, 0, 0
