P -900, -400, -259, 102, 0, 204, 2, Basement
P -900, -300, -7, 0, 0, 0, 2, First_Floor
P -900, -200, 129, 0, 204, 204, 2, Second_Floor
P -900, -100, 256, 0, 204, 0, 2, Third_Floor
L -237.3, 306.0, 9.0, -237.3, 309.0, 9.0, 255, 255, 0
L -237.3, 306.0, 9.0, -230.7, 306.0, 9.0, 255, 255, 0
L -237.3, 309.0, 9.0, -230.7, 309.0, 9.0, 255, 255, 0
L -230.7, 306.0, 9.0, -230.7, 307.5, 9.0, 255, 255, 0
L -230.7, 307.5, 9.0, -230.7, 309.0, 9.0, 255, 255, 0
L -224.0, 307.5, 9.0, -224.0, 347.4, 9.0, 0, 0, 0
L -230.7, 307.5, 9.0, -224.0, 307.5, 9.0, 255, 255, 0
L -154.0, 19.0, -6.0, -156.8, 19.0, -6.0, 0, 0, 0
L -159.7, 13.3, -6.0, -159.7, 7.7, -6.0, 205, 133, 63
L -156.8, 19.0, -6.0, -287.0, 19.0, -6.0, 0, 0, 0
L -156.8, 19.0, -6.0, -156.8, 13.3, -6.0, 205, 133, 63
L -159.7, 13.3, -6.0, -154.0, 13.3, -6.0, 205, 133, 63
L -159.7, 7.7, -6.0, -156.8, 7.7, -6.0, 205, 133, 63
L -156.8, 7.7, -6.0, -154.0, 7.7, -6.0, 205, 133, 63
L -156.8, 7.7, -6.0, -156.8, 2.0, -6.0, 205, 133, 63
L -154.0, 13.3, -6.0, -154.0, 7.7, -6.0, 205, 133, 63
L -245.0, -119.0, -6.0, -339.0, -120.0, -6.0, 0, 0, 0
L -245.0, -116.5, -6.0, -245.0, -119.0, -6.0, 0, 0, 0
L -245.0, -116.5, -6.0, -239.3, -116.5, -6.0, 205, 133, 63
L -239.3, -119.0, -6.0, -239.3, -113.9, -6.0, 205, 133, 63
L -239.3, -119.0, -6.0, -233.7, -119.0, -6.0, 205, 133, 63
L -239.3, -113.9, -6.0, -233.7, -113.9, -6.0, 205, 133, 63
L -233.7, -119.0, -6.0, -233.7, -116.5, -6.0, 205, 133, 63
L -233.7, -116.5, -6.0, -233.7, -113.9, -6.0, 205, 133, 63
L -228.0, -116.5, -6.0, -228.0, -78.0, -6.0, 0, 0, 0
L -233.7, -116.5, -6.0, -228.0, -116.5, -6.0, 205, 133, 63
L -181.9, -66.7, -6.0, -181.9, -72.3, -6.0, 205, 133, 63
L -178.0, -61.0, -6.0, -245.0, -61.0, -6.0, 0, 0, 0
L -178.0, -61.0, -6.0, -178.0, -66.7, -6.0, 205, 133, 63
L -181.9, -66.7, -6.0, -174.0, -66.7, -6.0, 205, 133, 63
L -181.9, -72.3, -6.0, -178.0, -72.3, -6.0, 205, 133, 63
L -178.0, -72.3, -6.0, -174.0, -72.3, -6.0, 205, 133, 63
L -178.0, -78.0, -6.0, -174.0, -78.0, -6.0, 0, 0, 0
L -178.0, -72.3, -6.0, -178.0, -78.0, -6.0, 205, 133, 63
L -174.0, -66.7, -6.0, -174.0, -72.3, -6.0, 205, 133, 63
L -712.3, 326.7, 401.0, -712.3, 320.9, 401.0, 205, 133, 63
L -707.1, 332.6, 401.0, -707.1, 326.7, 401.0, 205, 133, 63
L -712.3, 326.7, 401.0, -702.0, 326.7, 401.0, 205, 133, 63
L -712.3, 320.9, 401.0, -707.1, 320.9, 401.0, 205, 133, 63
L -707.1, 320.9, 401.0, -702.0, 320.9, 401.0, 205, 133, 63
L -707.1, 315.0, 401.0, -750.0, 315.0, 401.0, 102, 255, 102
L -707.1, 320.9, 401.0, -707.1, 315.0, 401.0, 205, 133, 63
L -702.0, 326.7, 401.0, -702.0, 320.9, 401.0, 205, 133, 63
L -85.0, -59.7, 249.0, -79.0, -59.7, 249.0, 205, 133, 63
L -79.0, -63.0, 249.0, -79.0, -56.5, 249.0, 205, 133, 63
L -79.0, -63.0, 249.0, -73.0, -63.0, 249.0, 205, 133, 63
L -78.9, -56.5, 249.0, -73.0, -56.5, 249.0, 205, 133, 63
L -73.0, -63.0, 249.0, -73.0, -59.7, 249.0, 205, 133, 63
L -73.0, -59.7, 249.0, -73.0, -56.5, 249.0, 205, 133, 63
L -67.0, -59.7, 249.0, -67.0, 83.5, 249.0, 0, 204, 0
L -73.0, -59.7, 249.0, -67.0, -59.7, 249.0, 205, 133, 63
L -85.0, -279.1, 249.0, -79.0, -279.1, 249.0, 205, 133, 63
L -79.0, -281.0, 249.0, -79.0, -277.3, 249.0, 205, 133, 63
L -79.0, -281.0, 249.0, -73.0, -281.0, 249.0, 205, 133, 63
L -78.8, -277.3, 249.0, -73.0, -277.3, 249.0, 205, 133, 63
L -73.0, -281.0, 249.0, -73.0, -279.1, 249.0, 205, 133, 63
L -73.0, -279.1, 249.0, -73.0, -277.3, 249.0, 205, 133, 63
L -73.0, -279.1, 249.0, -67.0, -279.1, 249.0, 205, 133, 63
L -84.9, 84.1, 130.0, -78.9, 84.1, 130.0, 205, 133, 63
L -78.9, 82.2, 130.0, -78.9, 86.0, 130.0, 205, 133, 63
L -78.9, 82.2, 130.0, -73.0, 82.2, 130.0, 205, 133, 63
L -79.0, 86.0, 130.0, -73.0, 86.0, 130.0, 205, 133, 63
L -73.0, 82.2, 130.0, -73.0, 84.1, 130.0, 205, 133, 63
L -73.0, 84.1, 130.0, -73.0, 86.0, 130.0, 205, 133, 63
L -67.0, 84.1, 130.0, -67.0, 50.3, 130.0, 0, 204, 204
L -73.0, 84.1, 130.0, -67.0, 84.1, 130.0, 205, 133, 63
L -85.0, 86.0, 130.0, -85.0, 50.3, 130.0, 0, 204, 204
L -67.0, 48.0, 130.0, -85.0, 48.0, 130.0, 255, 255, 0
L -67.0, 50.3, 130.0, -67.0, 48.0, 130.0, 0, 204, 204
L -85.0, 50.3, 130.0, -85.0, 48.0, 130.0, 0, 204, 204
L -67.0, 50.3, 130.0, -85.0, 50.3, 130.0, 255, 255, 0
L -372.9, 102.0, 130.0, -367.2, 102.0, 130.0, 205, 133, 63
L -367.2, 100.0, 130.0, -367.2, 104.0, 130.0, 205, 133, 63
L -367.2, 100.0, 130.0, -361.6, 100.0, 130.0, 205, 133, 63
L -367.4, 104.0, 130.0, -361.6, 104.0, 130.0, 205, 133, 63
L -361.6, 100.0, 130.0, -361.6, 102.0, 130.0, 205, 133, 63
L -361.6, 102.0, 130.0, -361.6, 104.0, 130.0, 205, 133, 63
L -356.0, 102.0, 130.0, -356.0, -7.0, 130.0, 0, 204, 204
L -361.6, 102.0, 130.0, -356.0, 102.0, 130.0, 205, 133, 63
L -161.0, 128.0, 9.0, -226.0, 128.0, 9.0, 0, 0, 0
L -309.0, 128.0, 9.0, -243.1, 128.0, 9.0, 0, 0, 0
L -226.0, 128.0, 9.0, -226.9, 128.0, 9.0, 102, 0, 204
L -243.1, 121.5, 9.0, -243.1, 125.5, 9.0, 0, 0, 0
L -226.9, 128.0, 9.0, -226.9, 125.5, 9.0, 0, 0, 0
L -243.1, 125.5, 9.0, -243.1, 128.0, 9.0, 0, 0, 0
L -243.1, 125.5, 9.0, -237.7, 125.5, 9.0, 205, 133, 63
L -237.7, 123.0, 9.0, -237.7, 128.0, 9.0, 205, 133, 63
L -237.7, 123.0, 9.0, -232.3, 123.0, 9.0, 205, 133, 63
L -237.7, 128.0, 9.0, -232.3, 128.0, 9.0, 205, 133, 63
L -232.3, 123.0, 9.0, -232.3, 125.5, 9.0, 205, 133, 63
L -232.3, 125.5, 9.0, -232.3, 128.0, 9.0, 205, 133, 63
L -226.9, 125.5, 9.0, -226.9, 117.5, 9.0, 0, 0, 0
L -232.3, 125.5, 9.0, -226.9, 125.5, 9.0, 205, 133, 63
L -245.9, 71.6, -8.0, -243.1, 71.6, -8.0, 0, 0, 0
L -243.1, 73.9, -8.0, -243.1, 71.6, -8.0, 0, 0, 0
L -245.9, 59.2, -8.0, -242.1, 59.1, -8.0, 0, 0, 0
L -242.1, 57.5, -8.0, -243.1, 57.5, -8.0, 0, 0, 0
L -243.0, 56.1, -8.0, -243.1, 57.5, -8.0, 0, 0, 0
L -421.0, -0.3, 130.0, -421.0, 2.0, 130.0, 0, 204, 204
L -421.0, -0.3, 130.0, -415.0, -0.3, 130.0, 205, 133, 63
L -415.0, -2.6, 130.0, -415.0, 2.0, 130.0, 205, 133, 63
L -415.0, -2.6, 130.0, -409.0, -2.6, 130.0, 205, 133, 63
L -415.0, 2.0, 130.0, -409.0, 2.0, 130.0, 205, 133, 63
L -409.0, -2.6, 130.0, -409.0, -0.3, 130.0, 205, 133, 63
L -409.0, -0.3, 130.0, -409.0, 2.0, 130.0, 205, 133, 63
L -403.0, -0.3, 130.0, -403.0, -40.0, 130.0, 0, 204, 204
L -409.0, -0.3, 130.0, -403.0, -0.3, 130.0, 205, 133, 63
L -421.0, -100.0, 130.0, -442.0, -100.0, 130.0, 0, 204, 204
L -421.0, -98.0, 130.0, -421.0, -0.3, 130.0, 0, 204, 204
L -421.0, -98.0, 130.0, -415.3, -98.0, 130.0, 205, 133, 63
L -415.3, -100.0, 130.0, -415.3, -96.0, 130.0, 205, 133, 63
L -415.3, -100.0, 130.0, -409.7, -100.0, 130.0, 205, 133, 63
L -415.3, -96.0, 130.0, -409.7, -96.0, 130.0, 205, 133, 63
L -409.7, -100.0, 130.0, -409.7, -98.0, 130.0, 205, 133, 63
L -409.7, -98.0, 130.0, -409.7, -96.0, 130.0, 205, 133, 63
L -404.0, -98.0, 130.0, -404.0, -100.0, 130.0, 0, 204, 204
L -409.7, -98.0, 130.0, -404.0, -98.0, 130.0, 205, 133, 63
L -246.0, -113.9, 130.0, -240.0, -113.9, 130.0, 205, 133, 63
L -240.0, -119.0, 130.0, -240.0, -108.7, 130.0, 205, 133, 63
L -240.0, -119.0, 130.0, -234.0, -119.0, 130.0, 205, 133, 63
L -240.2, -108.7, 130.0, -234.2, -108.7, 130.0, 205, 133, 63
L -234.0, -119.0, 130.0, -234.0, -113.9, 130.0, 205, 133, 63
L -234.0, -113.9, 130.0, -234.0, -108.7, 130.0, 205, 133, 63
L -234.0, -113.9, 130.0, -228.0, -113.9, 130.0, 205, 133, 63
L -561.0, -293.0, 130.0, -705.0, -293.0, 130.0, 150, 150, 150
L -705.0, -152.0, 130.0, -566.0, -152.0, 130.0, 150, 150, 150
L -705.0, -293.0, 130.0, -705.0, -152.0, 130.0, 150, 150, 150
L -566.0, -152.0, 130.0, -566.0, -213.0, 130.0, 150, 150, 150
L -430.0, -142.6, 256.0, -430.0, -213.0, 256.0, 0, 204, 0
L -430.0, -142.6, 256.0, -424.0, -142.6, 256.0, 205, 133, 63
L -424.0, -145.1, 256.0, -424.0, -140.0, 256.0, 205, 133, 63
L -424.0, -145.1, 256.0, -418.0, -145.1, 256.0, 205, 133, 63
L -424.0, -140.0, 256.0, -418.0, -140.0, 256.0, 205, 133, 63
L -418.0, -145.1, 256.0, -418.0, -142.6, 256.0, 205, 133, 63
L -418.0, -142.6, 256.0, -418.0, -140.0, 256.0, 205, 133, 63
L -418.0, -142.6, 256.0, -412.1, -142.6, 256.0, 205, 133, 63
L -400.0, -79.0, 258.0, -400.0, -60.0, 258.0, 0, 204, 0
L -487.6, -28.4, 129.0, -487.6, -16.6, 129.0, 0, 204, 204
L -487.6, -28.4, 129.0, -499.4, -28.4, 129.0, 0, 204, 204
L -499.4, -28.4, 129.0, -499.4, -16.6, 129.0, 0, 204, 204
L -487.6, -16.6, 129.0, -499.4, -16.6, 129.0, 0, 204, 204
L -454.4, -28.4, 129.0, -454.4, -16.6, 129.0, 0, 204, 204
L -652.3, 12.3, -6.0, -650.0, 12.3, -6.0, 205, 133, 63
L -454.4, -28.4, 129.0, -442.6, -28.4, 129.0, 0, 204, 204
L -442.6, -28.4, 129.0, -442.6, -16.6, 129.0, 0, 204, 204
L -454.4, -16.6, 129.0, -442.6, -16.6, 129.0, 0, 204, 204
L -498.0, -78.4, 129.0, -489.3, -78.4, 129.0, 0, 204, 204
L -489.3, -78.4, 129.0, -487.6, -78.4, 129.0, 0, 204, 204
L -497.3, -66.6, 129.0, -499.4, -66.6, 129.0, 0, 204, 204
L -487.6, -66.6, 129.0, -497.3, -66.6, 129.0, 0, 204, 204
L -442.6, -66.6, 129.0, -454.4, -66.6, 129.0, 0, 204, 204
L -498.0, -78.4, 129.0, -499.4, -78.4, 129.0, 0, 204, 204
L -442.6, -66.6, 129.0, -442.6, -78.4, 129.0, 0, 204, 204
L -487.6, -66.6, 129.0, -487.6, -78.4, 129.0, 0, 204, 204
L -499.4, -66.6, 129.0, -499.4, -78.4, 129.0, 0, 204, 204
L -454.4, -78.4, 129.0, -442.6, -78.4, 129.0, 0, 204, 204
L -454.4, -66.6, 129.0, -454.4, -78.4, 129.0, 0, 204, 204
L -278.0, 101.0, -6.0, -278.0, 56.9, -6.0, 0, 0, 0
L -245.9, 56.9, -8.0, -278.0, 56.9, -6.0, 0, 0, 0
L -261.9, 117.0, -6.0, -316.0, 117.0, -6.0, 0, 0, 0
L -261.9, 117.0, -6.0, -261.9, 73.1, -6.0, 0, 0, 0
L -433.0, -156.0, -6.0, -429.4, -156.0, -6.0, 0, 0, 0
L -433.0, -140.0, -6.0, -433.0, -118.0, -6.0, 0, 0, 0
L -479.0, -118.0, -6.0, -433.0, -118.0, -6.0, 0, 0, 0
L -433.0, -145.3, -6.0, -433.0, -150.7, -6.0, 205, 133, 63
L -429.4, -140.0, -6.0, -433.0, -140.0, -6.0, 0, 0, 0
L -429.4, -140.0, -6.0, -429.4, -145.3, -6.0, 205, 133, 63
L -433.0, -145.3, -6.0, -425.8, -145.3, -6.0, 205, 133, 63
L -433.0, -150.7, -6.0, -429.4, -150.7, -6.0, 205, 133, 63
L -429.4, -150.7, -6.0, -425.8, -150.7, -6.0, 205, 133, 63
L -429.4, -156.0, -6.0, -402.0, -156.0, -6.0, 0, 0, 0
L -429.4, -150.7, -6.0, -429.4, -156.0, -6.0, 205, 133, 63
L -425.8, -145.3, -6.0, -425.8, -150.7, -6.0, 205, 133, 63
L -84.0, -96.4, 130.0, -84.0, -56.0, 130.0, 0, 204, 204
L -84.0, -96.4, 130.0, -78.0, -96.4, 130.0, 205, 133, 63
L -78.0, -99.0, 130.0, -78.0, -93.8, 130.0, 205, 133, 63
L -78.0, -99.0, 130.0, -72.0, -99.0, 130.0, 205, 133, 63
L -78.0, -93.8, 130.0, -72.0, -93.8, 130.0, 205, 133, 63
L -72.0, -99.0, 130.0, -72.0, -96.4, 130.0, 205, 133, 63
L -72.0, -96.4, 130.0, -72.0, -93.8, 130.0, 205, 133, 63
L -66.0, -96.4, 130.0, -66.0, -99.0, 130.0, 0, 204, 204
L -72.0, -96.4, 130.0, -66.0, -96.4, 130.0, 205, 133, 63
L -128.4, -75.9, 129.0, -116.6, -75.9, 129.0, 0, 204, 204
L -128.4, -19.1, 129.0, -116.6, -19.1, 129.0, 0, 204, 204
L -128.4, -30.9, 129.0, -116.6, -30.9, 129.0, 0, 204, 204
L -128.4, -64.1, 129.0, -116.6, -64.1, 129.0, 0, 204, 204
L -128.4, -65.5, 129.0, -128.4, -64.1, 129.0, 0, 204, 204
L -128.4, -74.1, 129.0, -128.4, -65.5, 129.0, 0, 204, 204
L -128.4, -75.9, 129.0, -128.4, -74.1, 129.0, 0, 204, 204
L -128.4, -30.9, 129.0, -128.4, -19.1, 129.0, 0, 204, 204
L -116.6, -74.4, 129.0, -116.6, -65.6, 129.0, 0, 204, 204
L -116.6, -75.9, 129.0, -116.6, -74.4, 129.0, 0, 204, 204
L -116.6, -65.6, 129.0, -116.6, -64.1, 129.0, 0, 204, 204
L -116.6, -30.9, 129.0, -116.6, -19.1, 129.0, 0, 204, 204
L -83.9, -0.1, 130.0, -77.9, -0.1, 130.0, 205, 133, 63
L -77.9, -2.3, 130.0, -77.9, 2.0, 130.0, 205, 133, 63
L -77.9, -2.3, 130.0, -72.0, -2.3, 130.0, 205, 133, 63
L -78.0, 2.0, 130.0, -72.0, 2.0, 130.0, 205, 133, 63
L -72.0, -2.3, 130.0, -72.0, -0.1, 130.0, 205, 133, 63
L -72.0, -0.1, 130.0, -72.0, 2.0, 130.0, 205, 133, 63
L -66.0, -0.1, 130.0, -66.0, -96.4, 130.0, 0, 204, 204
L -72.0, -0.1, 130.0, -66.0, -0.1, 130.0, 205, 133, 63
L -85.0, 83.5, 249.0, -85.0, 10.0, 249.0, 0, 204, 0
L -85.0, 83.5, 249.0, -79.0, 83.5, 249.0, 205, 133, 63
L -79.0, 81.1, 249.0, -79.0, 86.0, 249.0, 205, 133, 63
L -79.0, 81.1, 249.0, -73.0, 81.1, 249.0, 205, 133, 63
L -79.0, 86.0, 249.0, -73.0, 86.0, 249.0, 205, 133, 63
L -73.0, 81.1, 249.0, -73.0, 83.5, 249.0, 205, 133, 63
L -73.0, 83.5, 249.0, -73.0, 86.0, 249.0, 205, 133, 63
L -67.0, 83.5, 249.0, -67.0, 86.0, 249.0, 0, 204, 0
L -73.0, 83.5, 249.0, -67.0, 83.5, 249.0, 205, 133, 63
L -531.0, -218.0, 256.0, -531.0, -224.0, 256.0, 205, 133, 63
L -523.7, -212.0, 256.0, -523.7, -218.0, 256.0, 205, 133, 63
L -531.0, -218.0, 256.0, -516.4, -218.0, 256.0, 205, 133, 63
L -531.0, -224.0, 256.0, -523.7, -224.0, 256.0, 205, 133, 63
L -523.7, -224.0, 256.0, -516.4, -224.0, 256.0, 205, 133, 63
L -523.7, -230.0, 256.0, -408.0, -230.0, 256.0, 0, 204, 0
L -523.7, -224.0, 256.0, -523.7, -230.0, 256.0, 205, 133, 63
L -516.4, -218.0, 256.0, -516.4, -224.0, 256.0, 205, 133, 63
L -392.0, -213.0, 256.0, -392.0, -245.1, 256.0, 0, 204, 0
L -370.0, -247.0, 256.0, -392.0, -247.0, 256.0, 0, 204, 0
L -409.0, -245.1, 256.0, -403.3, -245.1, 256.0, 205, 133, 63
L -403.3, -247.0, 256.0, -403.3, -243.2, 256.0, 205, 133, 63
L -403.3, -247.0, 256.0, -397.7, -247.0, 256.0, 205, 133, 63
L -403.1, -243.2, 256.0, -397.7, -243.2, 256.0, 205, 133, 63
L -397.7, -247.0, 256.0, -397.7, -245.1, 256.0, 205, 133, 63
L -397.7, -245.1, 256.0, -397.7, -243.2, 256.0, 205, 133, 63
L -392.0, -245.1, 256.0, -392.0, -247.0, 256.0, 0, 204, 0
L -397.7, -245.1, 256.0, -392.0, -245.1, 256.0, 205, 133, 63
L -85.0, -281.0, 249.0, -85.0, -279.1, 249.0, 0, 0, 0
L -85.0, -279.1, 249.0, -85.0, -227.6, 249.0, 0, 204, 0
L -67.0, -281.0, 249.0, -67.0, -279.1, 249.0, 0, 0, 0
L -67.0, -224.0, 249.0, -19.0, -224.0, 249.0, 0, 204, 0
L -67.0, -279.1, 249.0, -67.0, -227.6, 249.0, 0, 204, 0
L -85.0, -227.6, 249.0, -85.0, -224.0, 249.0, 0, 204, 0
L -85.0, -227.6, 249.0, -79.0, -227.6, 249.0, 205, 133, 63
L -79.0, -231.3, 249.0, -79.0, -224.0, 249.0, 205, 133, 63
L -79.0, -231.3, 249.0, -73.0, -231.3, 249.0, 205, 133, 63
L -79.0, -224.0, 249.0, -73.0, -224.0, 249.0, 205, 133, 63
L -73.0, -231.3, 249.0, -73.0, -227.6, 249.0, 205, 133, 63
L -73.0, -227.6, 249.0, -73.0, -224.0, 249.0, 205, 133, 63
L -67.0, -227.6, 249.0, -67.0, -224.0, 249.0, 0, 204, 0
L -73.0, -227.6, 249.0, -67.0, -227.6, 249.0, 205, 133, 63
L -19.0, -63.0, 249.0, -19.0, -224.0, 249.0, 0, 204, 0
L -134.0, -62.0, 249.0, -134.0, -224.0, 249.0, 0, 204, 0
L -85.0, -224.0, 249.0, -134.0, -224.0, 249.0, 0, 204, 0
L -85.0, -63.0, 249.0, -85.0, -59.7, 249.0, 0, 0, 0
L -85.0, -59.7, 249.0, -85.0, -7.0, 249.0, 0, 204, 0
L -126.0, -7.0, 249.0, -123.3, -7.0, 249.0, 0, 204, 0
L -123.3, -7.0, 249.0, -85.0, -7.0, 249.0, 0, 204, 0
L -126.0, 10.0, 249.0, -123.3, 10.0, 249.0, 0, 204, 0
L -123.3, 10.0, 249.0, -85.0, 10.0, 249.0, 0, 204, 0
L -531.0, -218.0, 130.0, -531.0, -224.0, 130.0, 255, 255, 0
L -524.3, -212.0, 130.0, -476.0, -212.0, 130.0, 0, 204, 204
L -524.3, -212.0, 130.0, -524.3, -218.0, 130.0, 255, 255, 0
L -531.0, -218.0, 130.0, -517.6, -218.0, 130.0, 255, 255, 0
L -531.0, -224.0, 130.0, -524.3, -224.0, 130.0, 255, 255, 0
L -524.3, -224.0, 130.0, -517.6, -224.0, 130.0, 255, 255, 0
L -524.3, -230.0, 130.0, -531.0, -230.0, 130.0, 0, 204, 204
L -524.3, -224.0, 130.0, -524.3, -230.0, 130.0, 255, 255, 0
L -517.6, -218.0, 130.0, -517.6, -224.0, 130.0, 255, 255, 0
L -402.0, 19.0, -6.0, -320.0, 19.0, -6.0, 0, 0, 0
L 65.0, 492.0, 147.0, 45.0, 492.0, 147.0, 150, 150, 150
L 45.0, 422.0, 147.0, 65.0, 422.0, 147.0, 150, 150, 150
L -44.0, 422.0, 147.0, -24.0, 422.0, 147.0, 150, 150, 150
L -24.0, 492.0, 147.0, -44.0, 492.0, 147.0, 150, 150, 150
L 82.0, 529.0, 9.0, 82.0, 385.0, 9.0, 150, 150, 150
L -60.0, 385.0, 9.0, -60.0, 529.0, 9.0, 150, 150, 150
L 82.0, 529.0, 9.0, -60.0, 529.0, 9.0, 150, 150, 150
L 82.0, 385.0, 9.0, 19.0, 385.0, 9.0, 150, 150, 150
L 82.0, 529.0, 138.0, 82.0, 385.0, 138.0, 150, 150, 150
L 19.0, 529.0, 138.0, 82.0, 529.0, 138.0, 150, 150, 150
L -60.0, 529.0, 138.0, -60.0, 385.0, 138.0, 150, 150, 150
L 82.0, 385.0, 138.0, -60.0, 385.0, 138.0, 150, 150, 150
L -60.0, 529.0, 138.0, 1.0, 529.0, 138.0, 150, 150, 150
L -44.0, 492.0, 19.0, -44.0, 422.0, 19.0, 150, 150, 150
L 65.0, 422.0, 19.0, 65.0, 492.0, 19.0, 150, 150, 150
L 45.0, 512.0, 19.0, -24.0, 512.0, 19.0, 150, 150, 150
L -24.0, 402.0, 19.0, 1.0, 402.0, 19.0, 150, 150, 150
L -44.0, 492.0, 147.0, -44.0, 422.0, 147.0, 150, 150, 150
L -24.0, 402.0, 147.0, 45.0, 402.0, 147.0, 150, 150, 150
L 65.0, 422.0, 147.0, 65.0, 492.0, 147.0, 150, 150, 150
L 45.0, 512.0, 147.0, 19.0, 512.0, 147.0, 150, 150, 150
L 1.0, 512.0, 147.0, -24.0, 512.0, 147.0, 150, 150, 150
L 45.0, 492.0, 19.0, 45.0, 512.0, 19.0, 150, 150, 150
L -24.0, 512.0, 19.0, -24.0, 492.0, 19.0, 150, 150, 150
L 45.0, 402.0, 19.0, 45.0, 422.0, 19.0, 150, 150, 150
L -24.0, 422.0, 19.0, -24.0, 402.0, 19.0, 150, 150, 150
L 45.0, 402.0, 147.0, 45.0, 422.0, 147.0, 150, 150, 150
L -24.0, 402.0, 147.0, -24.0, 422.0, 147.0, 150, 150, 150
L -24.0, 512.0, 147.0, -24.0, 492.0, 147.0, 150, 150, 150
L 45.0, 512.0, 147.0, 45.0, 492.0, 147.0, 150, 150, 150
L -44.0, 422.0, 19.0, -24.0, 422.0, 19.0, 150, 150, 150
L -44.0, 492.0, 19.0, -24.0, 492.0, 19.0, 150, 150, 150
L 45.0, 492.0, 19.0, 65.0, 492.0, 19.0, 150, 150, 150
L 45.0, 422.0, 19.0, 65.0, 422.0, 19.0, 150, 150, 150
L 1.0, 402.0, 19.0, 19.0, 402.0, 19.0, 150, 150, 150
L 19.0, 402.0, 19.0, 45.0, 402.0, 19.0, 150, 150, 150
L 1.0, 385.0, 9.0, -60.0, 385.0, 9.0, 150, 150, 150
L 19.0, 385.0, 9.0, 1.0, 385.0, 9.0, 150, 150, 150
L 1.0, 385.0, 9.0, 1.0, 402.0, 19.0, 150, 150, 150
L 19.0, 402.0, 19.0, 19.0, 385.0, 9.0, 150, 150, 150
L 33.2, 470.1, 23.0, 36.8, 457.0, 23.0, 255, 255, 0
L -12.2, 470.1, 23.0, -7.9, 474.5, 23.0, 255, 255, 0
L -12.2, 443.9, 23.0, -15.4, 455.6, 23.0, 255, 255, 0
L 10.5, 483.2, 23.0, 23.6, 479.7, 23.0, 255, 255, 0
L 33.2, 443.9, 23.0, 23.6, 434.3, 23.0, 255, 255, 0
L 33.2, 470.1, 152.0, 36.8, 457.0, 152.0, 255, 255, 0
L 10.5, 430.8, 152.0, -2.6, 434.3, 152.0, 255, 255, 0
L -12.2, 443.9, 152.0, -15.4, 455.6, 152.0, 255, 255, 0
L -15.4, 455.6, 152.0, -15.8, 457.0, 152.0, 255, 255, 0
L -7.9, 474.5, 152.0, -12.2, 470.1, 152.0, 255, 255, 0
L 23.6, 479.7, 23.0, 28.9, 474.5, 23.0, 255, 255, 0
L 36.8, 457.0, 23.0, 33.2, 443.9, 23.0, 255, 255, 0
L -15.4, 458.4, 23.0, -12.2, 470.1, 23.0, 255, 255, 0
L -2.6, 434.3, 23.0, -12.2, 443.9, 23.0, 255, 255, 0
L -2.6, 479.7, 23.0, 10.5, 483.2, 23.0, 255, 255, 0
L 23.6, 434.3, 23.0, 19.0, 433.0, 23.0, 255, 255, 0
L -6.8, 475.6, 23.0, -2.6, 479.7, 23.0, 255, 255, 0
L -12.2, 470.1, 152.0, -15.4, 458.4, 152.0, 255, 255, 0
L -12.2, 443.9, 152.0, -2.6, 434.3, 152.0, 255, 255, 0
L 10.5, 430.8, 152.0, 23.6, 434.3, 152.0, 255, 255, 0
L 33.2, 443.9, 152.0, 36.8, 457.0, 152.0, 255, 255, 0
L 28.9, 474.5, 152.0, 23.6, 479.7, 152.0, 255, 255, 0
L 28.9, 474.5, 23.0, 33.2, 470.1, 23.0, 255, 255, 0
L -7.9, 474.5, 23.0, -6.8, 475.6, 23.0, 255, 255, 0
L -15.8, 457.0, 23.0, -15.4, 458.4, 23.0, 255, 255, 0
L -6.8, 475.6, 152.0, -7.9, 474.5, 152.0, 255, 255, 0
L -15.4, 458.4, 152.0, -15.8, 457.0, 152.0, 255, 255, 0
L 28.9, 474.5, 152.0, 33.2, 470.1, 152.0, 255, 255, 0
L 1.0, 529.0, 138.0, 1.0, 512.0, 147.0, 150, 150, 150
L 19.0, 529.0, 138.0, 19.0, 512.0, 147.0, 150, 150, 150
L 1.0, 479.0, 152.0, -6.8, 475.6, 152.0, 255, 255, 0
L 19.0, 481.0, 152.0, 23.6, 479.7, 152.0, 255, 255, 0
L 1.0, 433.3, 23.0, -2.6, 434.3, 23.0, 255, 255, 0
L -15.8, 457.0, 23.0, -15.4, 455.6, 23.0, 255, 255, 0
L -15.4, 458.4, 23.0, -15.4, 458.4, 152.0, 255, 255, 0
L -12.2, 470.1, 23.0, -12.2, 470.1, 152.0, 255, 255, 0
L -12.2, 443.9, 23.0, -12.2, 443.9, 152.0, 255, 255, 0
L -2.6, 434.3, 23.0, -2.6, 434.3, 152.0, 255, 255, 0
L 33.2, 470.1, 23.0, 33.2, 470.1, 152.0, 255, 255, 0
L 33.2, 443.9, 23.0, 33.2, 443.9, 152.0, 255, 255, 0
L 33.2, 443.9, 152.0, 23.6, 434.3, 152.0, 255, 255, 0
L 36.8, 457.0, 23.0, 36.8, 457.0, 152.0, 255, 255, 0
L 23.6, 434.3, 23.0, 23.6, 434.3, 152.0, 255, 255, 0
L 23.6, 479.7, 23.0, 23.6, 479.7, 152.0, 255, 255, 0
L 255.0, -260.0, -194.0, 242.0, -260.0, -194.0, 204, 0, 204
